,USD,EUR,JPY,GBP,CHF,CAD,AUD,NZD
USD,0.0,-0.08218809698693023,5.001449903934677,-0.2598302874269784,-0.12601684058348708,0.35931645208218416,0.46142453513780296,0.5512310384010297
EUR,0.08218809698693023,0.0,5.083638000921607,-0.17764219044004814,-0.04382874359655685,0.4415045490691144,0.5436126321247332,0.6334191353879599
JPY,-5.001449903934677,-5.083638000921607,0.0,-5.261280191361656,-5.1274667445181645,-4.6421334518524935,-4.540025368796875,-4.450218865533648
GBP,0.2598302874269784,0.17764219044004814,5.261280191361656,0.0,0.1338134468434913,0.6191467395091625,0.7212548225647814,0.8110613258280082
CHF,0.12601684058348708,0.04382874359655685,5.1274667445181645,-0.1338134468434913,0.0,0.48533329266567127,0.5874413757212901,0.6772478789845168
CAD,-0.35931645208218416,-0.4415045490691144,4.6421334518524935,-0.6191467395091625,-0.48533329266567127,0.0,0.1021080830556188,0.19191458631884556
AUD,-0.46142453513780296,-0.5436126321247332,4.540025368796875,-0.7212548225647814,-0.5874413757212901,-0.1021080830556188,0.0,0.08980650326322676
NZD,-0.5512310384010297,-0.6334191353879599,4.450218865533648,-0.8110613258280082,-0.6772478789845168,-0.19191458631884556,-0.08980650326322676,0.0
