,USD,EUR,JPY,GBP,CHF,CAD,AUD,NZD
USD,0.0,-0.08325600105071047,5.000874478617248,-0.2603853846988972,-0.1270439104889852,0.3614261391142164,0.46016419563054783,0.5515174184292818
EUR,0.08325600105071047,0.0,5.084130479667958,-0.17712938364818676,-0.04378790943827472,0.44468214016492685,0.5434201966812583,0.6347734194799923
JPY,-5.000874478617248,-5.084130479667958,0.0,-5.261259863316145,-5.127918389106233,-4.639448339503032,-4.5407102829867,-4.449357060187966
GBP,0.2603853846988972,0.17712938364818676,5.261259863316145,0.0,0.13334147420991202,0.6218115238131137,0.720549580329445,0.811902803128179
CHF,0.1270439104889852,0.04378790943827472,5.127918389106233,-0.13334147420991202,0.0,0.4884700496032016,0.587208106119533,0.678561328918267
CAD,-0.3614261391142164,-0.44468214016492685,4.639448339503032,-0.6218115238131137,-0.4884700496032016,0.0,0.09873805651633144,0.19009127931506542
AUD,-0.46016419563054783,-0.5434201966812583,4.5407102829867,-0.720549580329445,-0.587208106119533,-0.09873805651633144,0.0,0.09135322279873398
NZD,-0.5515174184292818,-0.6347734194799923,4.449357060187966,-0.811902803128179,-0.678561328918267,-0.19009127931506542,-0.09135322279873398,0.0
