,USD,EUR,JPY,GBP,CHF,CAD,AUD,NZD
USD,0.0,-0.08097611806433233,5.000709529607999,-0.2587616289159557,-0.12584103934051646,0.36334365855068895,0.4638466225719961,0.5553698148506322
EUR,0.08097611806433233,0.0,5.081685647672331,-0.1777855108516234,-0.04486492127618413,0.4443197766150213,0.5448227406363284,0.6363459329149646
JPY,-5.000709529607999,-5.081685647672331,0.0,-5.259471158523954,-5.126550568948515,-4.63736587105731,-4.536862907036003,-4.445339714757367
GBP,0.2587616289159557,0.1777855108516234,5.259471158523954,0.0,0.13292058957543926,0.6221052874666446,0.7226082514879518,0.8141314437665879
CHF,0.12584103934051646,0.04486492127618413,5.126550568948515,-0.13292058957543926,0.0,0.48918469789120544,0.5896876619125125,0.6812108541911487
CAD,-0.36334365855068895,-0.4443197766150213,4.63736587105731,-0.6221052874666446,-0.48918469789120544,0.0,0.10050296402130715,0.19202615629994324
AUD,-0.4638466225719961,-0.5448227406363284,4.536862907036003,-0.7226082514879518,-0.5896876619125125,-0.10050296402130715,0.0,0.09152319227863609
NZD,-0.5553698148506322,-0.6363459329149646,4.445339714757367,-0.8141314437665879,-0.6812108541911487,-0.19202615629994324,-0.09152319227863609,0.0
