,USD,EUR,JPY,GBP,CHF,CAD,AUD,NZD
USD,0.0,-0.08125735430693337,5.00419795213225,-0.25933275099338476,-0.12481520349196161,0.3589952499455233,0.4626467575121742,0.5522033282199688
EUR,0.08125735430693337,0.0,5.085455306439183,-0.1780753966864514,-0.04355784918502824,0.44025260425245666,0.5439041118191076,0.6334606825269021
JPY,-5.00419795213225,-5.085455306439183,0.0,-5.263530703125634,-5.129013155624212,-4.645202702186727,-4.541551194620076,-4.451994623912281
GBP,0.25933275099338476,0.1780753966864514,5.263530703125634,0.0,0.13451754750142314,0.618328000938908,0.7219795085055589,0.8115360792133535
CHF,0.12481520349196161,0.04355784918502824,5.129013155624212,-0.13451754750142314,0.0,0.4838104534374849,0.5874619610041358,0.6770185317119304
CAD,-0.3589952499455233,-0.44025260425245666,4.645202702186727,-0.618328000938908,-0.4838104534374849,0.0,0.10365150756665092,0.19320807827444547
AUD,-0.4626467575121742,-0.5439041118191076,4.541551194620076,-0.7219795085055589,-0.5874619610041358,-0.10365150756665092,0.0,0.08955657070779455
NZD,-0.5522033282199688,-0.6334606825269021,4.451994623912281,-0.8115360792133535,-0.6770185317119304,-0.19320807827444547,-0.08955657070779455,0.0
