,USD,EUR,JPY,GBP,CHF,CAD,AUD,NZD
USD,0.0,-0.07955489640527166,5.002925651026203,-0.2593288931547387,-0.12348488534977883,0.36171522037766857,0.46440334017944607,0.55562252164674
EUR,0.07955489640527166,0.0,5.082480547431475,-0.17977399674946706,-0.04392998894450717,0.44127011678294026,0.5439582365847178,0.6351774180520117
JPY,-5.002925651026203,-5.082480547431475,0.0,-5.262254544180942,-5.126410536375982,-4.641210430648535,-4.538522310846757,-4.447303129379463
GBP,0.2593288931547387,0.17977399674946706,5.262254544180942,0.0,0.1358440078049599,0.6210441135324073,0.7237322333341848,0.8149514148014787
CHF,0.12348488534977883,0.04392998894450717,5.126410536375982,-0.1358440078049599,0.0,0.48520010572744743,0.5878882255292249,0.6791074069965188
CAD,-0.36171522037766857,-0.44127011678294026,4.641210430648535,-0.6210441135324073,-0.48520010572744743,0.0,0.1026881198017775,0.1939073012690714
AUD,-0.46440334017944607,-0.5439582365847178,4.538522310846757,-0.7237322333341848,-0.5878882255292249,-0.1026881198017775,0.0,0.09121918146729391
NZD,-0.55562252164674,-0.6351774180520117,4.447303129379463,-0.8149514148014787,-0.6791074069965188,-0.1939073012690714,-0.09121918146729391,0.0
