,USD,EUR,JPY,GBP,CHF,CAD,AUD,NZD
USD,0.0,-0.08223415086076007,5.001991376180639,-0.25969146494985396,-0.12615296600058126,0.35944560211805454,0.46170218180643835,0.5519167517216222
EUR,0.08223415086076007,0.0,5.084225527041399,-0.17745731408909388,-0.043918815139821196,0.4416797529788146,0.5439363326671984,0.6341509025823823
JPY,-5.001991376180639,-5.084225527041399,0.0,-5.261682841130493,-5.12814434218122,-4.642545774062585,-4.540289194374201,-4.450074624459017
GBP,0.25969146494985396,0.17745731408909388,5.261682841130493,0.0,0.1335384989492727,0.6191370670679085,0.7213936467562923,0.8116082166714762
CHF,0.12615296600058126,0.043918815139821196,5.12814434218122,-0.1335384989492727,0.0,0.4855985681186358,0.5878551478070196,0.6780697177222035
CAD,-0.35944560211805454,-0.4416797529788146,4.642545774062585,-0.6191370670679085,-0.4855985681186358,0.0,0.10225657968838381,0.1924711496035677
AUD,-0.46170218180643835,-0.5439363326671984,4.540289194374201,-0.7213936467562923,-0.5878551478070196,-0.10225657968838381,0.0,0.0902145699151839
NZD,-0.5519167517216222,-0.6341509025823823,4.450074624459017,-0.8116082166714762,-0.6780697177222035,-0.1924711496035677,-0.0902145699151839,0.0
