,USD,EUR,JPY,GBP,CHF,CAD,AUD,NZD
USD,0.0,-0.08027037406326942,5.005079891382559,-0.2583601046627434,-0.12394322069517401,0.35965848873928347,0.46373531623298514,0.5536026531220491
EUR,0.08027037406326942,0.0,5.085350265445829,-0.17808973059947397,-0.043672846631904585,0.4399288628025529,0.5440056902962546,0.6338730271853186
JPY,-5.005079891382559,-5.085350265445829,0.0,-5.263439996045302,-5.129023112077733,-4.645421402643276,-4.541344575149574,-4.45147723826051
GBP,0.2583601046627434,0.17808973059947397,5.263439996045302,0.0,0.1344168839675694,0.6180185934020268,0.7220954208957285,0.8119627577847925
CHF,0.12394322069517401,0.043672846631904585,5.129023112077733,-0.1344168839675694,0.0,0.48360170943445746,0.5876785369281592,0.6775458738172232
CAD,-0.35965848873928347,-0.4399288628025529,4.645421402643276,-0.6180185934020268,-0.48360170943445746,0.0,0.10407682749370167,0.19394416438276568
AUD,-0.46373531623298514,-0.5440056902962546,4.541344575149574,-0.7220954208957285,-0.5876785369281592,-0.10407682749370167,0.0,0.08986733688906401
NZD,-0.5536026531220491,-0.6338730271853186,4.45147723826051,-0.8119627577847925,-0.6775458738172232,-0.19394416438276568,-0.08986733688906401,0.0
