,USD,EUR,JPY,GBP,CHF,CAD,AUD,NZD
USD,0.0,-0.0820729530223045,5.004660815723213,-0.25967603904049635,-0.12514947638072743,0.3591104756221215,0.46199577784420714,0.5516042164503414
EUR,0.0820729530223045,0.0,5.086733768745518,-0.17760308601819186,-0.043076523358422936,0.441183428644426,0.5440687308665116,0.633677169472646
JPY,-5.004660815723213,-5.086733768745518,0.0,-5.264336854763709,-5.12981029210394,-4.645550340101091,-4.542665037879006,-4.4530565992728715
GBP,0.25967603904049635,0.17760308601819186,5.264336854763709,0.0,0.13452656265976892,0.6187865146626179,0.7216718168847035,0.8112802554908378
CHF,0.12514947638072743,0.043076523358422936,5.12981029210394,-0.13452656265976892,0.0,0.48425995200284894,0.5871452542249346,0.6767536928310689
CAD,-0.3591104756221215,-0.441183428644426,4.645550340101091,-0.6187865146626179,-0.48425995200284894,0.0,0.10288530222208564,0.1924937408282199
AUD,-0.46199577784420714,-0.5440687308665116,4.542665037879006,-0.7216718168847035,-0.5871452542249346,-0.10288530222208564,0.0,0.08960843860613427
NZD,-0.5516042164503414,-0.633677169472646,4.4530565992728715,-0.8112802554908378,-0.6767536928310689,-0.1924937408282199,-0.08960843860613427,0.0
