,USD,EUR,JPY,GBP,CHF,CAD,AUD,NZD
USD,0.0,-0.08190251561963428,5.002435097530916,-0.259753166207808,-0.12602251210592225,0.3595747354763469,0.461710115701227,0.5521164781838713
EUR,0.08190251561963428,0.0,5.08433761315055,-0.17785065058817368,-0.04411999648628796,0.4414772510959812,0.5436126313208612,0.6340189938035056
JPY,-5.002435097530916,-5.08433761315055,0.0,-5.262188263738724,-5.128457609636838,-4.642860362054569,-4.540724981829689,-4.450318619347045
GBP,0.259753166207808,0.17785065058817368,5.262188263738724,0.0,0.13373065410188573,0.6193279016841549,0.721463281909035,0.8118696443916793
CHF,0.12602251210592225,0.04411999648628796,5.128457609636838,-0.13373065410188573,0.0,0.48559724758226913,0.5877326278071493,0.6781389902897936
CAD,-0.3595747354763469,-0.4414772510959812,4.642860362054569,-0.6193279016841549,-0.48559724758226913,0.0,0.10213538022488011,0.19254174270752444
AUD,-0.461710115701227,-0.5436126313208612,4.540724981829689,-0.721463281909035,-0.5877326278071493,-0.10213538022488011,0.0,0.09040636248264433
NZD,-0.5521164781838713,-0.6340189938035056,4.450318619347045,-0.8118696443916793,-0.6781389902897936,-0.19254174270752444,-0.09040636248264433,0.0
