,USD,EUR,JPY,GBP,CHF,CAD,AUD,NZD
USD,0.0,-0.07955951403121145,5.00735324740178,-0.2573478571552234,-0.12363764045817839,0.3600143618707801,0.46395794130148726,0.5535156814747514
EUR,0.07955951403121145,0.0,5.086912761432991,-0.17778834312401195,-0.04407812642696694,0.4395738759019916,0.5435174553326987,0.6330751955059628
JPY,-5.00735324740178,-5.086912761432991,0.0,-5.264701104557004,-5.130990887859959,-4.647338885531,-4.543395306100293,-4.453837565927029
GBP,0.2573478571552234,0.17778834312401195,5.264701104557004,0.0,0.13371021669704503,0.6173622190260035,0.7213057984567106,0.8108635386299747
CHF,0.12363764045817839,0.04407812642696694,5.130990887859959,-0.13371021669704503,0.0,0.4836520023289585,0.5875955817596656,0.6771533219329298
CAD,-0.3600143618707801,-0.4395738759019916,4.647338885531,-0.6173622190260035,-0.4836520023289585,0.0,0.10394357943070714,0.19350131960397127
AUD,-0.46395794130148726,-0.5435174553326987,4.543395306100293,-0.7213057984567106,-0.5875955817596656,-0.10394357943070714,0.0,0.08955774017326412
NZD,-0.5535156814747514,-0.6330751955059628,4.453837565927029,-0.8108635386299747,-0.6771533219329298,-0.19350131960397127,-0.08955774017326412,0.0
