,USD,EUR,JPY,GBP,CHF,CAD,AUD,NZD
USD,0.0,-0.08076398595134657,5.003080159136506,-0.25922858412568467,-0.12526848183528444,0.35967593645284823,0.4631869159188132,0.5544292612481225
EUR,0.08076398595134657,0.0,5.083844145087853,-0.1784645981743381,-0.04450449588393787,0.44043992240419483,0.5439509018701598,0.6351932471994691
JPY,-5.003080159136506,-5.083844145087853,0.0,-5.262308743262191,-5.128348640971791,-4.6434042226836585,-4.539893243217693,-4.448650897888384
GBP,0.25922858412568467,0.1784645981743381,5.262308743262191,0.0,0.13396010229040023,0.6189045205785328,0.7224155000444978,0.8136578453738073
CHF,0.12526848183528444,0.04450449588393787,5.128348640971791,-0.13396010229040023,0.0,0.4849444182881327,0.5884553977540976,0.679697743083407
CAD,-0.35967593645284823,-0.44043992240419483,4.6434042226836585,-0.6189045205785328,-0.4849444182881327,0.0,0.10351097946596499,0.1947533247952743
AUD,-0.4631869159188132,-0.5439509018701598,4.539893243217693,-0.7224155000444978,-0.5884553977540976,-0.10351097946596499,0.0,0.0912423453293093
NZD,-0.5544292612481225,-0.6351932471994691,4.448650897888384,-0.8136578453738073,-0.679697743083407,-0.1947533247952743,-0.0912423453293093,0.0
