,USD,EUR,JPY,GBP,CHF,CAD,AUD,NZD
USD,0.0,-0.08187487438443782,5.002340991271436,-0.2596220464837429,-0.12558022992268414,0.35882064028497473,0.46123419339449107,0.5513264892981236
EUR,0.08187487438443782,0.0,5.084215865655874,-0.17774717209930507,-0.043705355538246324,0.44069551466941254,0.5431090677789289,0.6332013636825614
JPY,-5.002340991271436,-5.084215865655874,0.0,-5.261963037755178,-5.12792122119412,-4.643520350986461,-4.541106797876945,-4.4510145019733125
GBP,0.2596220464837429,0.17774717209930507,5.261963037755178,0.0,0.13404181656105874,0.6184426867687176,0.7208562398782339,0.8109485357818664
CHF,0.12558022992268414,0.043705355538246324,5.12792122119412,-0.13404181656105874,0.0,0.4844008702076589,0.5868144233171753,0.6769067192208077
CAD,-0.35882064028497473,-0.44069551466941254,4.643520350986461,-0.6184426867687176,-0.4844008702076589,0.0,0.10241355310951633,0.19250584901314882
AUD,-0.46123419339449107,-0.5431090677789289,4.541106797876945,-0.7208562398782339,-0.5868144233171753,-0.10241355310951633,0.0,0.09009229590363249
NZD,-0.5513264892981236,-0.6332013636825614,4.4510145019733125,-0.8109485357818664,-0.6769067192208077,-0.19250584901314882,-0.09009229590363249,0.0
